transport_type,distance_km,electricity_kwh,diet_type,waste_kg,flights_per_year,transport_co2,electricity_co2,diet_co2,waste_co2,flight_co2,total_co2_kg
bus,2.46,267.81,vegetarian,22.68,1,2.95,219.61,100,11.34,21.25,375.38
car_petrol,7.72,255.55,pescatarian,16.38,3,48.61,209.55,150,8.19,63.75,448.95
car_electric,30.86,190.37,vegetarian,10.57,0,46.29,156.1,100,5.29,0.0,289.01
walking,20.06,113.4,meat_light,28.64,1,0.0,92.99,200,14.32,21.25,351.99
train,32.78,153.95,meat_light,15.19,3,29.51,126.24,200,7.6,63.75,410.51
car_diesel,13.25,118.3,meat_heavy,17.07,1,67.56,97.0,300,8.54,21.25,522.94
cycle,8.28,100.05,meat_heavy,20.76,1,0.0,82.04,300,10.38,21.25,406.64
car_diesel,15.44,108.61,meat_heavy,9.05,3,78.72,89.06,300,4.53,63.75,519.26
motorcycle,51.75,191.08,meat_light,11.38,1,170.78,156.69,200,5.69,21.25,586.29
car_petrol,10.66,231.34,vegetarian,21.33,2,67.13,189.7,100,10.67,42.5,403.41
car_petrol,35.57,151.94,vegan,12.85,0,224.11,124.59,50,6.42,0.0,411.67
bus,12.97,62.18,meat_light,16.96,4,15.56,50.99,200,8.48,85.0,380.22
car_petrol,0.76,152.77,meat_light,25.99,2,4.76,125.27,200,13.0,42.5,374.1
motorcycle,86.57,95.53,vegetarian,23.61,0,285.69,78.33,100,11.81,0.0,496.14
car_diesel,0.54,123.9,meat_heavy,8.18,3,2.76,101.6,300,4.09,63.75,468.93
motorcycle,20.24,142.27,meat_light,8.72,0,66.8,116.66,200,4.36,0.0,365.98
car_electric,28.78,125.25,meat_light,8.36,3,43.17,102.71,200,4.18,63.75,402.29
car_petrol,16.8,121.33,meat_light,22.42,0,105.83,99.49,200,11.21,0.0,385.44
motorcycle,8.85,169.53,meat_light,28.8,1,29.21,139.01,200,14.4,21.25,403.7
car_petrol,55.82,225.28,meat_heavy,30.01,2,351.7,184.73,300,15.01,42.5,886.74
bus,29.14,10.0,meat_light,32.63,1,34.97,8.2,200,16.32,21.25,287.2
bus,31.75,168.33,meat_light,37.68,1,38.1,138.03,200,18.84,21.25,399.02
car_petrol,20.52,173.4,pescatarian,20.6,0,129.29,142.19,150,10.3,0.0,411.18
car_petrol,37.05,187.24,meat_light,8.59,1,233.41,153.54,200,4.29,21.25,649.37
motorcycle,8.38,134.47,meat_heavy,16.02,1,27.67,110.27,300,8.01,21.25,457.72
cycle,15.09,173.29,meat_heavy,18.7,3,0.0,142.1,300,9.35,63.75,516.21
train,4.94,167.41,vegetarian,20.35,2,4.45,137.27,100,10.18,42.5,293.95
car_petrol,35.99,175.73,vegetarian,11.35,4,226.76,144.1,100,5.68,85.0,542.83
car_diesel,3.46,155.76,meat_light,21.62,1,17.63,127.72,200,10.81,21.25,375.89
car_petrol,20.52,126.57,vegetarian,30.65,2,129.25,103.79,100,15.32,42.5,367.22
car_petrol,5.94,236.15,pescatarian,22.28,0,37.43,193.64,150,11.14,0.0,389.99
train,6.26,118.93,vegetarian,24.09,0,5.64,97.52,100,12.04,0.0,208.94
walking,38.91,100.24,meat_heavy,24.73,2,0.0,82.2,300,12.37,42.5,413.54
cycle,7.94,164.0,meat_light,15.01,0,0.0,134.48,200,7.5,0.0,332.08
walking,28.36,98.13,vegan,25.54,0,0.0,80.47,50,12.77,0.0,137.49
car_diesel,5.35,41.0,meat_heavy,26.32,0,27.3,33.62,300,13.16,0.0,371.96
car_petrol,16.43,147.0,vegetarian,31.77,1,103.5,120.54,100,15.89,21.25,376.13
car_petrol,21.0,184.04,meat_heavy,25.32,3,132.27,150.91,300,12.66,63.75,705.78
motorcycle,21.03,190.03,meat_heavy,27.87,0,69.39,155.83,300,13.93,0.0,526.66
car_diesel,7.61,193.57,vegetarian,12.29,2,38.79,158.73,100,6.15,42.5,356.88
car_diesel,7.29,228.95,meat_heavy,25.17,3,37.16,187.74,300,12.59,63.75,645.96
bus,59.83,235.61,vegetarian,18.99,0,71.79,193.2,100,9.49,0.0,360.79
car_diesel,3.29,94.41,meat_light,15.73,0,16.77,77.42,200,7.87,0.0,290.41
motorcycle,26.44,146.02,vegetarian,19.38,4,87.25,119.73,100,9.69,85.0,395.06
bus,6.91,101.98,vegan,19.86,1,8.29,83.63,50,9.93,21.25,170.29
car_petrol,29.09,173.75,meat_heavy,20.85,1,183.25,142.47,300,10.43,21.25,682.37
car_petrol,17.94,103.72,meat_light,15.98,0,113.03,85.05,200,7.99,0.0,419.0
motorcycle,18.94,164.9,vegetarian,20.34,0,62.49,135.21,100,10.17,0.0,326.08
car_petrol,52.16,10.0,pescatarian,25.28,0,328.63,8.2,150,12.64,0.0,483.95
cycle,32.17,213.91,vegetarian,24.84,1,0.0,175.4,100,12.42,21.25,307.1
train,9.25,200.63,meat_light,22.53,0,8.32,164.51,200,11.26,0.0,385.09
car_electric,27.89,148.77,meat_light,25.12,2,41.83,122.0,200,12.56,42.5,392.31
car_diesel,62.83,188.11,meat_heavy,11.79,3,320.41,154.25,300,5.9,63.75,816.24
walking,20.13,198.14,vegetarian,33.04,4,0.0,162.48,100,16.52,85.0,342.03
car_diesel,42.0,215.36,meat_light,23.06,0,214.2,176.59,200,11.53,0.0,642.98
car_petrol,48.47,183.8,vegetarian,16.52,1,305.37,150.72,100,8.26,21.25,621.96
motorcycle,34.32,187.49,meat_heavy,26.44,1,113.24,153.74,300,13.22,21.25,570.0
car_petrol,7.07,160.96,vegetarian,11.0,0,44.57,131.98,100,5.5,0.0,261.12
cycle,22.38,197.47,vegan,17.72,6,0.0,161.92,50,8.86,127.5,354.77
car_petrol,28.41,125.79,meat_heavy,32.03,0,179.0,103.15,300,16.02,0.0,577.0
car_petrol,5.92,162.4,vegan,18.97,1,37.3,133.17,50,9.48,21.25,252.5
cycle,151.83,122.58,meat_light,21.8,1,0.0,100.51,200,10.9,21.25,324.72
car_diesel,21.53,195.79,meat_heavy,27.38,4,109.82,160.55,300,13.69,85.0,697.13
bus,5.71,243.09,meat_heavy,22.12,2,6.85,199.33,300,11.06,42.5,532.45
bus,10.09,97.31,meat_heavy,12.12,0,12.11,79.8,300,6.06,0.0,366.74
car_diesel,3.18,74.39,pescatarian,23.03,3,16.2,61.0,150,11.51,63.75,298.8
cycle,17.23,237.32,vegan,15.3,0,0.0,194.61,50,7.65,0.0,258.39
motorcycle,39.07,138.02,meat_light,25.96,1,128.92,113.18,200,12.98,21.25,513.03
cycle,60.69,199.59,vegetarian,14.04,0,0.0,163.66,100,7.02,0.0,289.92
car_petrol,84.09,168.52,vegetarian,17.29,0,529.76,138.19,100,8.64,0.0,741.4
bus,10.7,226.26,meat_heavy,17.38,0,12.84,185.53,300,8.69,0.0,513.1
train,8.52,189.51,vegetarian,1.0,0,7.67,155.4,100,0.5,0.0,248.93
bus,1.91,116.82,vegan,11.53,0,2.29,95.8,50,5.77,0.0,163.98
car_petrol,26.49,243.44,meat_light,11.66,0,166.9,199.62,200,5.83,0.0,604.15
motorcycle,43.22,163.25,meat_heavy,19.66,4,142.64,133.87,300,9.83,85.0,672.87
motorcycle,35.21,212.68,vegetarian,15.09,1,116.19,174.4,100,7.55,21.25,397.9
car_electric,66.97,172.25,meat_light,12.07,0,100.46,141.25,200,6.03,0.0,435.27
bus,5.18,113.86,meat_light,15.61,2,6.22,93.37,200,7.81,42.5,337.66
car_petrol,19.48,143.01,meat_light,23.91,4,122.72,117.27,200,11.96,85.0,553.67
train,20.68,168.9,meat_light,24.99,0,18.61,138.5,200,12.5,0.0,357.98
train,8.8,55.42,meat_heavy,23.16,0,7.92,45.45,300,11.58,0.0,384.18
bus,5.17,43.7,pescatarian,22.74,0,6.21,35.83,150,11.37,0.0,189.2
walking,0.8,80.07,meat_light,31.77,0,0.0,65.66,200,15.88,0.0,289.37
train,29.32,169.29,vegetarian,13.67,0,26.39,138.82,100,6.84,0.0,268.34
motorcycle,15.74,87.69,pescatarian,28.9,0,51.94,71.9,150,14.45,0.0,296.91
bus,10.75,170.1,meat_light,34.72,1,12.9,139.48,200,17.36,21.25,399.52
bus,8.53,143.52,meat_light,19.1,3,10.23,117.69,200,9.55,63.75,395.41
car_petrol,35.33,211.37,vegan,22.42,0,222.56,173.32,50,11.21,0.0,427.29
train,1.8,10.0,pescatarian,16.4,3,1.62,8.2,150,8.2,63.75,219.55
car_electric,37.2,127.93,meat_light,26.13,0,55.8,104.91,200,13.06,0.0,359.29
car_petrol,9.47,129.23,meat_light,26.8,1,59.63,105.97,200,13.4,21.25,397.62
walking,8.78,80.05,vegan,34.85,1,0.0,65.64,50,17.43,21.25,162.06
car_petrol,1.8,177.0,meat_light,15.28,1,11.36,145.14,200,7.64,21.25,383.44
cycle,36.39,179.83,meat_light,23.96,1,0.0,147.46,200,11.98,21.25,402.91
walking,0.6,188.51,pescatarian,16.94,0,0.0,154.58,150,8.47,0.0,292.03
car_petrol,7.19,264.11,meat_heavy,19.13,1,45.29,216.57,300,9.57,21.25,594.4
bus,19.38,134.34,vegan,20.08,0,23.26,110.16,50,10.04,0.0,181.12
train,5.73,154.55,vegetarian,5.85,2,5.16,126.73,100,2.92,42.5,294.55
cycle,14.2,128.78,vegan,21.82,2,0.0,105.6,50,10.91,42.5,206.51
walking,2.56,146.07,meat_heavy,29.3,2,0.0,119.78,300,14.65,42.5,508.68
car_diesel,74.79,224.24,meat_light,17.94,2,381.45,183.88,200,8.97,42.5,846.81
car_diesel,74.34,150.09,meat_light,4.5,0,379.14,123.07,200,2.25,0.0,688.47
car_petrol,5.7,147.12,meat_heavy,9.06,1,35.91,120.64,300,4.53,21.25,512.68
bus,29.23,114.51,meat_light,35.69,0,35.07,93.9,200,17.85,0.0,366.78
train,7.03,192.5,meat_heavy,26.21,0,6.33,157.85,300,13.1,0.0,477.37
train,4.22,110.37,vegetarian,21.9,1,3.8,90.5,100,10.95,21.25,232.07
car_petrol,5.12,111.31,vegetarian,14.16,0,32.26,91.27,100,7.08,0.0,236.29
motorcycle,37.4,110.77,vegan,23.07,3,123.42,90.84,50,11.54,63.75,316.71
car_petrol,0.56,220.63,meat_heavy,34.67,3,3.53,180.92,300,17.34,63.75,557.46
car_electric,8.8,102.71,meat_heavy,11.54,1,13.21,84.22,300,5.77,21.25,457.56
car_electric,15.3,90.43,vegetarian,15.61,4,22.94,74.15,100,7.8,85.0,312.48
car_petrol,4.07,72.89,pescatarian,17.49,0,25.66,59.77,150,8.75,0.0,242.48
car_diesel,10.84,140.79,meat_heavy,13.07,0,55.3,115.45,300,6.53,0.0,506.03
cycle,75.94,187.13,meat_heavy,29.0,0,0.0,153.45,300,14.5,0.0,465.17
walking,36.7,172.83,meat_heavy,25.53,1,0.0,141.72,300,12.76,21.25,508.03
cycle,46.43,77.56,vegan,28.55,4,0.0,63.6,50,14.28,85.0,215.81
car_diesel,4.04,170.96,meat_heavy,22.74,1,20.59,140.19,300,11.37,21.25,482.82
car_diesel,0.21,154.33,meat_light,38.52,3,1.1,126.55,200,19.26,63.75,379.88
train,1.34,145.3,vegan,15.88,2,1.2,119.15,50,7.94,42.5,221.83
car_petrol,1.03,223.6,meat_light,23.61,1,6.51,183.35,200,11.81,21.25,443.21
bus,6.36,243.26,meat_light,30.96,1,7.64,199.47,200,15.48,21.25,477.16
car_petrol,75.44,269.62,vegetarian,23.56,0,475.3,221.09,100,11.78,0.0,843.0
train,1.02,98.31,meat_heavy,20.78,3,0.92,80.62,300,10.39,63.75,420.76
cycle,62.97,229.8,meat_light,12.9,2,0.0,188.44,200,6.45,42.5,426.21
car_electric,13.81,164.27,pescatarian,17.96,1,20.72,134.7,150,8.98,21.25,356.81
motorcycle,19.65,143.79,meat_heavy,9.78,0,64.83,117.91,300,4.89,0.0,477.61
car_petrol,3.04,201.06,meat_heavy,26.06,2,19.12,164.87,300,13.03,42.5,517.36
car_petrol,105.73,73.07,meat_heavy,11.3,1,666.11,59.92,300,5.65,21.25,1004.9
cycle,125.37,181.51,meat_heavy,1.0,4,0.0,148.84,300,0.5,85.0,514.0
car_diesel,2.1,133.34,meat_light,20.28,0,10.7,109.34,200,10.14,0.0,325.18
car_petrol,45.08,111.66,meat_heavy,11.36,2,283.99,91.56,300,5.68,42.5,691.2
car_petrol,31.44,232.53,meat_light,15.48,0,198.08,190.68,200,7.74,0.0,591.84
train,58.13,152.06,vegan,14.86,1,52.31,124.69,50,7.43,21.25,271.45
car_electric,67.37,185.95,meat_heavy,21.44,0,101.06,152.48,300,10.72,0.0,539.99
car_electric,4.66,10.0,meat_heavy,15.28,1,6.99,8.2,300,7.64,21.25,359.81
walking,52.39,148.8,pescatarian,8.24,0,0.0,122.01,150,4.12,0.0,269.99
cycle,15.04,172.27,vegan,20.15,1,0.0,141.26,50,10.07,21.25,232.35
car_petrol,23.64,181.64,pescatarian,17.01,0,148.92,148.94,150,8.5,0.0,463.54
car_petrol,8.38,41.24,meat_light,11.74,1,52.81,33.81,200,5.87,21.25,317.09
bus,9.2,170.95,meat_heavy,16.0,0,11.03,140.18,300,8.0,0.0,452.38
motorcycle,19.05,130.46,meat_light,20.91,0,62.88,106.97,200,10.45,0.0,378.37
cycle,15.0,165.7,meat_light,23.0,0,0.0,135.87,200,11.5,0.0,371.91
bus,47.82,73.28,meat_heavy,10.19,1,57.39,60.09,300,5.1,21.25,418.31
car_diesel,16.44,147.14,meat_light,15.34,2,83.85,120.65,200,7.67,42.5,444.12
walking,4.98,101.17,meat_light,21.44,6,0.0,82.96,200,10.72,127.5,442.69
bus,16.58,128.79,vegetarian,18.3,2,19.89,105.61,100,9.15,42.5,292.81
train,24.93,261.77,pescatarian,21.0,3,22.44,214.65,150,10.5,63.75,474.42
train,19.19,130.8,pescatarian,23.98,2,17.27,107.25,150,11.99,42.5,328.63
cycle,10.63,200.64,meat_light,17.73,1,0.0,164.52,200,8.87,21.25,384.08
car_diesel,26.67,111.96,meat_light,24.58,1,136.04,91.81,200,12.29,21.25,438.1
car_diesel,13.15,208.28,meat_light,31.16,2,67.05,170.79,200,15.58,42.5,516.39
bus,38.66,197.28,meat_light,17.26,2,46.39,161.77,200,8.63,42.5,462.7
car_diesel,19.54,237.12,meat_light,12.42,3,99.68,194.43,200,6.21,63.75,580.14
train,6.12,111.56,meat_light,28.72,0,5.51,91.48,200,14.36,0.0,313.27
car_petrol,20.13,78.9,meat_light,32.84,3,126.83,64.7,200,16.42,63.75,442.16
train,4.68,119.35,meat_heavy,31.42,1,4.21,97.87,300,15.71,21.25,405.48
train,2.92,117.76,pescatarian,23.75,2,2.63,96.56,150,11.87,42.5,325.63
car_electric,44.21,181.34,meat_light,15.79,0,66.32,148.7,200,7.9,0.0,409.55
car_petrol,12.07,183.87,meat_heavy,10.71,0,76.05,150.77,300,5.35,0.0,535.66
bus,61.4,335.24,meat_light,23.39,0,73.68,274.9,200,11.7,0.0,520.47
motorcycle,1.35,38.64,meat_light,23.89,0,4.46,31.69,200,11.95,0.0,265.26
cycle,5.27,218.65,vegetarian,7.37,0,0.0,179.29,100,3.69,0.0,271.71
cycle,47.85,189.8,meat_heavy,40.82,4,0.0,155.63,300,20.41,85.0,603.17
car_petrol,4.38,177.57,vegan,35.68,0,27.57,145.61,50,17.84,0.0,255.98
cycle,11.05,163.05,meat_heavy,27.26,1,0.0,133.7,300,13.63,21.25,439.6
motorcycle,15.28,93.06,meat_heavy,20.98,0,50.42,76.31,300,10.49,0.0,416.13
bus,19.26,239.64,meat_light,17.35,1,23.11,196.5,200,8.68,21.25,465.64
car_petrol,21.14,193.12,pescatarian,18.72,1,133.16,158.35,150,9.36,21.25,508.5
car_petrol,1.69,240.57,meat_heavy,1.0,2,10.63,197.27,300,0.5,42.5,530.2
car_petrol,16.33,62.65,meat_heavy,36.83,2,102.9,51.37,300,18.42,42.5,518.33
car_petrol,65.12,22.56,meat_light,14.48,2,410.25,18.5,200,7.24,42.5,647.08
cycle,8.56,127.62,meat_light,10.01,4,0.0,104.65,200,5.0,85.0,414.18
walking,3.79,156.09,vegetarian,13.97,2,0.0,127.99,100,6.99,42.5,285.11
walking,7.35,169.67,vegetarian,1.0,1,0.0,139.13,100,0.5,21.25,258.51
motorcycle,11.26,151.0,pescatarian,17.08,0,37.17,123.82,150,8.54,0.0,309.71
car_diesel,12.5,151.38,meat_light,11.15,1,63.75,124.14,200,5.58,21.25,434.86
motorcycle,18.3,131.73,meat_light,30.46,1,60.4,108.02,200,15.23,21.25,399.57
train,4.8,80.71,pescatarian,14.59,0,4.32,66.18,150,7.3,0.0,230.7
train,38.62,50.33,meat_heavy,32.4,2,34.75,41.27,300,16.2,42.5,452.06
car_petrol,15.79,150.76,meat_light,29.1,1,99.5,123.62,200,14.55,21.25,484.06
car_diesel,21.42,172.26,meat_light,14.12,0,109.24,141.26,200,7.06,0.0,470.43
motorcycle,3.31,71.39,meat_light,17.25,0,10.93,58.54,200,8.63,0.0,288.7
train,23.35,119.99,meat_light,24.26,1,21.02,98.39,200,12.13,21.25,348.26
cycle,14.38,164.06,meat_light,24.28,0,0.0,134.53,200,12.14,0.0,362.79
car_petrol,1.78,76.47,vegan,21.08,1,11.19,62.7,50,10.54,21.25,146.65
car_petrol,2.0,189.67,meat_heavy,12.76,1,12.6,155.53,300,6.38,21.25,496.29
car_petrol,1.8,167.99,meat_light,6.75,1,11.31,137.75,200,3.38,21.25,367.24
car_petrol,37.94,230.97,meat_light,13.77,2,239.03,189.39,200,6.89,42.5,721.98
walking,19.15,45.74,meat_heavy,20.68,1,0.0,37.51,300,10.34,21.25,347.1
motorcycle,3.4,323.68,pescatarian,20.96,0,11.21,265.42,150,10.48,0.0,468.12
train,45.64,228.18,meat_light,14.68,0,41.08,187.1,200,7.34,0.0,409.35
car_electric,3.7,45.99,pescatarian,2.96,1,5.55,37.71,150,1.48,21.25,203.89
train,10.1,246.23,meat_heavy,25.44,3,9.09,201.91,300,12.72,63.75,597.65
car_electric,17.49,176.95,vegetarian,22.56,0,26.23,145.1,100,11.28,0.0,295.09
motorcycle,10.1,253.76,meat_heavy,8.07,1,33.31,208.08,300,4.04,21.25,540.25
car_petrol,1.08,250.25,vegetarian,37.64,2,6.82,205.21,100,18.82,42.5,387.74
car_diesel,10.54,132.95,meat_heavy,32.54,2,53.77,109.02,300,16.27,42.5,535.56
cycle,70.01,61.09,pescatarian,23.61,2,0.0,50.1,150,11.81,42.5,260.54
car_petrol,1.31,82.91,meat_light,26.58,2,8.28,67.98,200,13.29,42.5,335.38
car_petrol,5.13,107.12,meat_light,13.37,1,32.33,87.84,200,6.69,21.25,331.57
car_petrol,4.7,148.66,meat_heavy,22.75,3,29.62,121.9,300,11.37,63.75,527.62
train,5.35,82.95,meat_heavy,27.4,0,4.82,68.02,300,13.7,0.0,403.43
car_petrol,53.26,211.98,meat_light,9.52,0,335.51,173.82,200,4.76,0.0,730.71
walking,1.05,161.49,meat_heavy,25.88,0,0.0,132.42,300,12.94,0.0,443.35
cycle,13.4,126.48,vegetarian,20.23,1,0.0,103.71,100,10.11,21.25,243.24
bus,3.87,28.42,meat_light,13.89,3,4.64,23.31,200,6.95,63.75,311.83
car_petrol,55.25,250.54,vegetarian,18.45,2,348.09,205.44,100,9.22,42.5,675.5
motorcycle,0.43,128.27,meat_light,18.11,0,1.4,105.18,200,9.06,0.0,321.59
car_petrol,72.58,130.11,meat_heavy,20.64,1,457.28,106.69,300,10.32,21.25,830.09
car_electric,2.0,246.97,meat_light,11.85,0,3.0,202.51,200,5.93,0.0,386.37
car_diesel,2.64,130.13,meat_light,22.23,0,13.45,106.7,200,11.12,0.0,316.75
bus,15.27,243.15,meat_light,6.64,0,18.32,199.38,200,3.32,0.0,425.0
bus,0.68,108.62,vegetarian,19.57,1,0.81,89.07,100,9.79,21.25,233.86
cycle,1.81,253.91,vegetarian,6.5,2,0.0,208.2,100,3.25,42.5,367.78
cycle,0.21,184.46,meat_light,16.02,3,0.0,151.26,200,8.01,63.75,393.05
bus,21.04,150.95,meat_light,15.66,0,25.25,123.78,200,7.83,0.0,343.92
bus,15.79,126.04,vegetarian,27.25,6,18.95,103.36,100,13.63,127.5,387.34
car_petrol,36.82,93.41,meat_heavy,12.6,2,231.97,76.59,300,6.3,42.5,708.02
train,13.54,209.08,meat_heavy,26.33,0,12.19,171.44,300,13.16,0.0,513.07
cycle,77.18,151.21,meat_light,8.16,0,0.0,123.99,200,4.08,0.0,333.34
car_diesel,10.14,226.44,meat_light,1.0,1,51.72,185.68,200,0.5,21.25,444.36
car_petrol,1.21,171.24,meat_heavy,9.49,0,7.64,140.41,300,4.75,0.0,424.44
train,9.1,151.07,pescatarian,20.3,0,8.19,123.88,150,10.15,0.0,293.33
car_petrol,3.13,181.3,meat_light,15.08,0,19.72,148.67,200,7.54,0.0,386.36
motorcycle,17.88,165.76,meat_heavy,8.4,0,59.0,135.92,300,4.2,0.0,481.86
car_diesel,7.14,219.51,meat_heavy,16.47,0,36.43,180.0,300,8.23,0.0,528.27
bus,18.44,70.24,meat_light,17.72,1,22.13,57.6,200,8.86,21.25,324.49
train,3.6,218.57,vegan,20.91,1,3.24,179.23,50,10.45,21.25,265.83
cycle,2.57,118.65,meat_heavy,8.39,4,0.0,97.29,300,4.2,85.0,524.84
walking,0.15,211.76,meat_heavy,16.23,0,0.0,173.65,300,8.11,0.0,490.98
cycle,15.58,143.96,pescatarian,12.43,1,0.0,118.05,150,6.21,21.25,292.61
car_petrol,127.89,56.04,meat_heavy,40.69,0,805.71,45.95,300,20.34,0.0,1113.73
cycle,7.56,111.21,vegan,26.77,1,0.0,91.19,50,13.39,21.25,167.29
train,25.62,179.86,meat_light,15.77,2,23.06,147.49,200,7.88,42.5,443.31
bus,15.68,65.78,vegetarian,27.59,1,18.82,53.94,100,13.8,21.25,198.96
car_petrol,0.01,53.41,meat_heavy,30.12,0,0.09,43.79,300,15.06,0.0,358.14
motorcycle,26.29,169.61,meat_heavy,19.19,3,86.75,139.08,300,9.59,63.75,639.47
motorcycle,19.22,201.95,meat_heavy,28.55,2,63.43,165.6,300,14.27,42.5,632.47
car_electric,44.74,214.52,pescatarian,28.88,2,67.12,175.91,150,14.44,42.5,478.79
car_diesel,24.55,56.79,pescatarian,19.03,2,125.22,46.57,150,9.52,42.5,348.46
bus,66.92,170.8,vegan,17.3,0,80.31,140.06,50,8.65,0.0,290.5
bus,38.17,135.5,meat_light,22.78,1,45.8,111.11,200,11.39,21.25,368.9
walking,16.74,250.59,meat_light,25.81,3,0.0,205.48,200,12.9,63.75,446.12
car_diesel,15.86,162.87,pescatarian,16.47,0,80.86,133.55,150,8.24,0.0,343.04
train,44.87,224.16,vegetarian,3.84,1,40.38,183.81,100,1.92,21.25,320.24
motorcycle,25.84,137.75,meat_heavy,25.76,1,85.26,112.95,300,12.88,21.25,568.71
car_electric,9.61,141.01,vegan,28.9,1,14.41,115.63,50,14.45,21.25,204.93
bus,28.44,115.2,meat_light,19.87,3,34.12,94.47,200,9.94,63.75,416.46
cycle,5.59,130.27,vegan,25.75,3,0.0,106.82,50,12.88,63.75,249.95
bus,6.58,136.69,meat_heavy,6.82,0,7.9,112.09,300,3.41,0.0,445.48
car_diesel,41.33,141.86,pescatarian,26.29,2,210.8,116.33,150,13.14,42.5,535.28
train,24.38,162.47,vegetarian,18.33,4,21.94,133.22,100,9.16,85.0,335.38
train,8.37,80.63,meat_light,11.13,1,7.54,66.12,200,5.56,21.25,318.88
car_diesel,29.44,112.47,meat_light,23.63,1,150.15,92.22,200,11.82,21.25,464.46
car_electric,28.99,192.01,meat_heavy,12.4,1,43.49,157.45,300,6.2,21.25,537.81
car_petrol,49.97,198.11,meat_heavy,8.04,1,314.78,162.45,300,4.02,21.25,831.35
motorcycle,1.56,145.45,meat_light,20.64,1,5.14,119.27,200,10.32,21.25,353.56
car_electric,15.77,114.04,pescatarian,5.39,1,23.65,93.51,150,2.69,21.25,278.9
walking,17.37,143.73,meat_heavy,8.85,0,0.0,117.86,300,4.42,0.0,434.41
bus,4.64,121.93,vegetarian,29.06,2,5.57,99.98,100,14.53,42.5,268.41
cycle,24.85,192.46,vegan,24.05,2,0.0,157.82,50,12.03,42.5,267.12
car_petrol,17.76,162.05,meat_light,17.16,4,111.9,132.88,200,8.58,85.0,511.06
bus,5.94,238.87,meat_light,26.07,2,7.13,195.88,200,13.04,42.5,484.48
car_petrol,10.51,149.1,vegetarian,35.86,1,66.23,122.26,100,17.93,21.25,322.82
car_electric,41.49,127.75,vegan,19.42,3,62.23,104.76,50,9.71,63.75,311.85
train,11.33,160.77,meat_heavy,23.87,2,10.2,131.83,300,11.93,42.5,486.86
motorcycle,5.15,208.02,meat_heavy,14.22,2,16.99,170.57,300,7.11,42.5,534.18
car_petrol,1.47,111.56,meat_light,2.19,0,9.23,91.48,200,1.1,0.0,325.46
car_electric,47.11,84.8,meat_heavy,20.82,2,70.67,69.54,300,10.41,42.5,495.28
bus,2.29,190.2,vegetarian,22.03,0,2.75,155.96,100,11.02,0.0,287.08
car_diesel,26.53,292.1,meat_light,26.85,0,135.3,239.52,200,13.42,0.0,545.75
train,34.27,219.4,vegetarian,31.0,0,30.84,179.91,100,15.5,0.0,342.36
motorcycle,9.16,216.72,meat_heavy,15.59,3,30.24,177.71,300,7.79,63.75,618.43
cycle,18.73,189.08,vegetarian,15.09,0,0.0,155.05,100,7.55,0.0,251.39
bus,9.71,140.35,meat_heavy,10.49,1,11.65,115.08,300,5.25,21.25,480.67
car_petrol,4.57,80.04,meat_light,39.23,2,28.77,65.63,200,19.61,42.5,370.85
walking,12.7,164.75,vegetarian,8.66,0,0.0,135.09,100,4.33,0.0,228.23
car_electric,2.95,154.29,meat_light,18.29,2,4.42,126.51,200,9.15,42.5,392.4
car_petrol,8.6,103.28,pescatarian,25.15,4,54.18,84.69,150,12.58,85.0,392.27
cycle,7.68,188.36,meat_light,14.78,2,0.0,154.45,200,7.39,42.5,407.75
bus,33.27,99.69,meat_heavy,9.52,0,39.92,81.74,300,4.76,0.0,429.58
train,237.39,35.68,meat_heavy,6.28,2,213.65,29.26,300,3.14,42.5,610.31
motorcycle,9.79,206.98,meat_heavy,22.2,0,32.3,169.73,300,11.1,0.0,507.24
motorcycle,94.98,97.02,vegan,33.56,1,313.45,79.56,50,16.78,21.25,449.95
cycle,34.91,10.0,meat_heavy,9.49,0,0.0,8.2,300,4.74,0.0,300.38
walking,41.42,121.07,vegetarian,24.06,0,0.0,99.28,100,12.03,0.0,202.42
train,6.86,94.77,pescatarian,26.8,6,6.18,77.71,150,13.4,127.5,359.49
car_electric,8.96,148.46,pescatarian,12.05,2,13.43,121.73,150,6.02,42.5,350.65
bus,0.82,116.63,meat_light,21.19,2,0.98,95.64,200,10.6,42.5,332.8
cycle,60.5,115.01,meat_light,27.49,3,0.0,94.31,200,13.75,63.75,361.14
cycle,0.24,194.43,meat_heavy,25.36,0,0.0,159.43,300,12.68,0.0,451.86
cycle,4.88,169.74,vegetarian,35.75,0,0.0,139.19,100,17.87,0.0,257.9
cycle,30.74,145.36,vegetarian,39.0,0,0.0,119.2,100,19.5,0.0,235.22
car_petrol,5.93,34.88,vegan,7.27,1,37.34,28.6,50,3.63,21.25,141.94
car_petrol,71.69,230.13,meat_light,13.8,0,451.64,188.71,200,6.9,0.0,883.51
car_petrol,63.81,148.2,meat_light,14.78,0,402.03,121.52,200,7.39,0.0,697.88
train,38.35,137.99,meat_light,25.47,0,34.51,113.15,200,12.73,0.0,346.39
train,10.37,35.15,meat_light,8.58,3,9.34,28.82,200,4.29,63.75,314.37
motorcycle,37.76,117.63,vegetarian,21.38,0,124.62,96.46,100,10.69,0.0,329.48
cycle,9.39,196.36,meat_heavy,18.25,2,0.0,161.02,300,9.13,42.5,493.52
